NPI,NDC,Units,UnitCost
4,4672,586,30.43
7,4444,884,382.55
4,450,584,450.75
5,4951,599,250.38
8,3763,1624,40.45
1,3261,2402,253.33
4,2321,584,485.65
2,2751,597,272.17
5,2170,597,464.29
5,3415,596,175.87
9,2467,758,242.82
10,1904,1640,114.81
1,2734,2403,226.16
9,2892,205,31.96
1,1627,2403,22.1
7,3794,966,422.95
10,4405,285,41.56
8,4247,284,476.43
9,571,2535,260.16
2,2520,596,121.14
10,1588,26,236.03
9,3,2609,149.19
2,2744,595,87.61
4,4002,583,495.5
4,2495,583,244.5
9,3485,1626,502.28
6,4961,2317,437.14
8,692,586,84
7,627,106,355.71
5,1687,596,125.16
8,1776,2243,34.9
1,3581,2403,171.91
9,2895,174,103.09
7,3236,198,68.56
8,3467,413,396.68
8,1861,850,393.4
5,3286,595,340.41
10,3710,1970,342.17
1,1455,2404,360.97
10,1204,2695,305.09
4,3973,583,488.34
7,701,2929,279.39
9,528,1506,228.01
8,177,142,362.06
5,3621,594,138.23
5,2739,594,92.23
8,2516,1530,67.45
9,172,2982,433.16
4,4926,583,191.13
6,2683,998,84.83
7,2326,2592,472.58
1,1329,2404,446.38
3,3157,549,383.86
1,1807,2404,324.38
2,928,595,413.8
1,4981,2404,448.78
9,1099,2948,324.53
2,4645,595,33.16
10,4094,79,291.38
4,1652,583,270.64
1,3337,2406,202.83
2,992,594,178.9
4,647,582,420.32
2,1223,594,235.83
3,278,549,489.92
8,2007,1904,419.9
10,2930,2368,179.92
4,4053,582,19.23
8,375,2435,432.05
2,2746,594,431.11
3,517,549,241.34
6,1698,2903,433.78
8,487,1053,492.79
5,1245,593,486.28
1,4000,2407,111.85
7,1819,1637,251.44
5,4844,593,304.04
1,2263,2407,80.7
5,4290,592,470.68
4,3094,581,138.24
10,4672,1671,75.69
10,1977,76,468.93
5,3484,591,307.76
3,533,548,219.74
4,1058,580,135.68
6,4750,2802,138
2,52,593,218.75
1,1210,2408,19.43
10,3507,1486,471.98
2,2441,593,410.27
2,2469,592,244.32
10,2128,2470,167.6
8,1712,1777,433.28
6,4212,2133,134.18
6,2107,943,73.06
4,1143,580,430.74
3,3394,546,246.84
9,3560,1083,101.79
6,2981,1230,361.86
7,569,572,330.4
7,89,2677,42.03
9,2759,397,175.88
10,1066,605,280.04
5,1467,588,310.19
6,4280,1073,95.51
2,426,591,91.84
1,1600,2409,225.28
10,2725,2114,429.88
4,2148,576,162.72
10,1818,2280,155.53
4,2982,576,262.88
8,331,194,214.68
4,775,576,341.28
3,2803,546,185.71
4,4481,575,28.19
3,121,546,296.58
7,4963,2117,98.86
4,3740,573,429.61
4,2131,573,258.28
7,2306,2655,216.08
6,2514,512,491.68
2,3073,591,210.7
4,4889,572,177.55
5,915,588,358.93
9,3577,2347,475.55
1,3888,2410,199.15
5,2395,588,268.19
8,2018,2454,344.27
9,4848,2513,252.36
6,3520,1479,450.17
6,2650,1490,74.13
5,2035,588,284.16
3,2853,545,71.75
7,2759,2513,241.73
10,2935,1892,398.68
6,4872,2647,53.02
3,865,545,195.96
6,2444,2265,181.3
5,4707,587,503.83
2,2827,590,334.76
6,2714,2277,344.48
9,1771,593,203.44
10,1669,1817,348.75
7,2024,1590,495.15
9,502,2183,108.41
8,4455,243,310.37
1,3090,2410,98.52
1,2351,2410,116.81
3,3743,544,240.46
3,783,543,323.96
7,4973,2889,440.95
4,2508,572,339.64
10,4329,2310,117.45
8,2334,269,403.43
9,1315,389,29.94
10,861,886,288.63
8,178,387,174.24
7,3867,1594,236.37
4,3709,572,220.95
6,4648,2121,18.24
6,1652,1401,387.3
6,3490,1796,476.2
5,94,587,249.94
7,1747,1131,330.2
9,1718,1968,327.71
2,1957,586,429.1
10,2513,355,109.11
9,3211,1611,422.04
5,2896,587,229.19
4,2996,572,150.72
8,3711,2075,36.49
7,1132,1068,270.37
5,667,587,22.62
8,374,620,442.68
1,3037,2412,271.88
1,3585,2417,179.56
8,2070,2404,415.51
1,4057,2418,193.87
6,4937,1755,347.62
2,3862,584,89.42
3,1129,543,163.62
6,2675,1213,152.44
2,3819,583,118.33
9,2111,1140,116.53
7,924,305,282.34
9,4829,2316,98.81
10,1548,301,145.83
10,3054,2383,423.25
6,4990,2586,438.72
9,2710,2431,412.93
1,4588,2418,377.68
6,2192,1810,154.81
1,611,2418,345.11
6,2134,991,403.97
8,105,44,377.33
3,3922,542,459.04
1,2886,2420,370.57
10,1754,336,289.82
8,3472,836,131.57
9,2766,1379,89.24
5,328,585,396.84
3,788,541,448.61
3,1330,541,327.32
10,4784,969,474.54
8,771,997,421.82
6,2789,2881,142.99
1,1783,2420,67.11
4,4943,572,257.38
6,1373,2523,30.78
9,2955,2301,12.31
8,367,453,257.14
4,4452,570,431.74
5,643,585,292.66
7,626,1259,368.45
3,1502,540,36.14
10,299,1440,478.22
3,2112,540,41.1
2,2640,583,316.59
6,609,142,378.43
2,3228,583,302.79
7,3900,1481,502.37
10,1210,630,91.01
4,2835,570,367.82
4,4954,569,398.26
4,4374,569,363.28
8,1775,158,483.38
4,4316,568,426.48
3,1679,540,134.92
2,468,582,362.46
5,4873,584,335.5
9,2490,2312,400.8
5,3538,584,99.28
4,282,567,469.33
1,4509,2420,441.91
10,631,2365,332.79
9,1333,1034,502.37
5,513,584,288.45
6,1113,921,189.23
7,1983,2573,434.02
7,4742,1777,346.79
5,2178,583,173.8
6,3717,773,68.83
8,4726,1784,79.53
1,4895,2420,175.3
8,3969,1270,286.78
5,2524,581,499.34
6,1334,1371,503.2
9,3963,2710,218.49
2,616,582,112.35
9,2277,1192,109.46
4,2573,566,159.76
10,1309,1426,275.71
8,3929,601,48.47
1,393,2421,492.96
4,2308,566,141.2
9,3089,499,222.1
9,3620,2768,357.12
9,2417,1126,72.77
10,4601,722,176.81
7,4851,1800,103.76
9,443,500,269.06
4,1713,562,95.31
4,3270,562,246.3
3,3897,538,177.59
1,913,2421,252.56
4,2193,561,357.64
7,2324,1685,122.37
6,3627,1394,401.51
1,3769,2422,84.81
7,789,981,413.2
1,2953,2422,178.72
7,968,817,241.26
2,1070,581,384.47
5,3596,580,49.52
9,3115,1359,341.38
6,1670,1281,327.63
5,4549,580,488.94
6,3412,2119,323.51
6,763,2472,497.71
10,1275,372,488.1
4,4234,561,157.97
1,3051,2423,333.14
9,108,2648,13.64
5,418,580,336.94
4,884,561,376.35
2,3286,580,360.89
10,2164,1042,284.25
4,1206,560,293.52
8,2908,998,121.71
8,3329,1330,22.57
2,2352,580,401.63
2,3420,579,501.03
4,848,560,499.38
1,3208,2424,334.16
6,2176,1834,30.03
10,1452,506,187.92
2,2236,579,429.69
10,4345,237,310.59
7,4133,1958,192
5,1665,578,169.57
4,4819,558,310.17
7,1937,2248,232.2
8,1541,2197,274.32
4,2721,557,225.51
6,3658,1539,86.89
5,1952,578,450.36
9,1840,1390,125.29
1,1465,2424,374
3,1002,537,503.95
9,968,866,436.1
7,2076,1370,130.87
9,794,1649,419.84
6,658,2479,138.77
2,3272,579,349.18
8,1154,2748,313.56
3,4457,537,460.39
8,3107,578,7.13
4,3085,556,14.27
1,4335,2424,344.09
8,1319,2406,33.17
7,1815,164,286.02
5,164,578,142.1
3,2500,537,249.24
3,842,536,423.87
5,2085,576,456.96
6,3122,1145,416.68
3,676,536,237.6
1,4672,2425,447.37
5,3386,576,298.47
2,3418,579,17.1
1,878,2426,279.12
10,4554,2408,171.85
2,1547,578,219.2
8,2595,389,364.8
7,3325,2168,215.22
3,3457,535,304.92
9,2287,1415,363.95
4,3645,556,284.29
7,3607,773,76.26
7,2575,2942,129.22
2,3968,577,158.94
5,2528,576,495.61
7,1144,1893,292.09
2,942,577,358.09
3,3113,534,122.83
10,1984,2137,99.2
6,1518,2016,486.5
6,3326,364,306.29
5,311,576,97.75
2,1680,575,363.05
4,4159,556,94.52
6,4469,2229,414.79
9,3999,1415,425.37
7,1040,618,231.51
5,710,576,371.85
8,90,731,277.64
5,3717,575,120.09
2,706,575,159.09
7,1185,739,177.25
5,1807,575,228.7
3,1303,534,37
10,1915,1779,244.1
9,1544,2316,489.63
9,4350,1411,162.93
10,4505,2741,238.03
10,2617,69,489.42
5,2629,574,119.86
2,2807,574,393.61
3,2973,533,77.21
10,1702,676,253.37
10,1111,1963,202.61
7,1360,2119,284.77
7,3276,2752,240.76
3,3970,532,287.25
4,3560,556,363.22
7,4601,2512,478.68
6,3760,2056,278.31
7,1529,2681,413.11
6,110,2500,241.11
6,1209,1419,163.34
7,2186,560,110.81
4,946,553,340.43
3,2572,532,269.14
3,2469,531,464.02
5,372,574,6.81
8,2520,2988,183.66
3,1949,531,167.24
7,2176,310,350.8
8,4059,2870,494.21
4,1243,553,135.64
7,4537,2899,330.39
10,4894,2476,317.39
9,4608,2893,387.38
4,2491,552,124.76
6,1010,1418,371.98
6,3734,545,243.48
3,482,531,297.36
4,703,552,240.37
4,4458,552,57.35
5,1046,574,205.23
9,1313,1099,71.54
6,4245,2136,141.97
10,1785,2216,108.27
5,2709,573,353.01
2,3354,574,416.93
4,2535,551,87.39
5,4587,572,96.57
9,649,2842,358.05
6,4398,2269,110.41
7,815,2731,428.47
6,4036,1941,381.43
8,4359,2819,421.3
9,429,2499,385.33
1,1873,2426,277.73
4,2705,551,127.9
9,2708,1535,63.35
5,247,572,381.09
5,4688,572,267.99
1,912,2427,381.74
4,2607,551,62.1
4,396,550,173.45
1,4538,2428,307.42
4,836,549,264.51
8,89,2656,146.45
7,2181,704,235.89
9,3600,1226,309.39
1,2810,2428,427.87
5,1144,571,196.34
7,3588,2732,56.05
10,4750,1823,393.73
10,1473,2013,111.28
2,3506,574,217.15
2,370,572,190.73
1,2642,2428,410.38
6,608,2906,119.48
5,245,571,71.73
4,69,549,413.27
9,2084,1975,5.94
3,3734,528,400.19
3,3804,528,390.66
4,682,548,13.67
8,3636,165,386.92
2,14,571,212.7
1,2028,2429,119.31
3,2713,527,50.8
6,1552,745,387.23
1,3162,2431,154.96
2,2224,571,499.78
4,3550,546,20.7
1,4444,2431,453.97
5,1231,570,65.72
9,410,731,221.76
10,2220,351,50.53
1,1716,2432,107.58
3,1164,527,305.82
1,3689,2432,230.45
10,4635,2184,205.32
5,4747,570,437.23
4,4310,546,53.37
5,2403,568,345.32
3,4938,526,257.42
7,724,297,429.93
5,712,567,249.35
1,542,2433,313.1
2,4875,570,24.89
6,2927,1713,80.68
7,1628,783,105.45
6,653,2073,119.42
4,2703,546,260.23
5,2887,565,432.57
5,166,565,376.36
2,1090,570,385.11
6,3244,1610,125.22
1,1371,2433,239.18
10,3554,2757,238.62
5,2844,564,317.79
1,4741,2433,403.35
4,834,545,287.78
7,1782,1728,222.87
10,1659,1715,149.82
2,3533,570,216.88
2,1138,570,297.32
3,1281,525,471.13
8,1524,1213,102.84
10,848,1795,91.28
10,2229,1196,61.27
4,3733,544,373.69
1,167,2434,96.09
10,1196,48,251.3
6,1617,1123,178.61
4,293,542,99.72
6,2071,480,442.95
10,1599,2796,46.29
9,2869,1323,407.8
9,4690,2107,93.6
3,3938,524,296.89
10,2061,1780,30.66
6,963,2291,267.15
1,2959,2435,272.5
10,376,1753,19.96
1,2837,2436,180.4
7,4392,1304,396.91
10,2712,2873,394.42
10,1507,2368,215.75
1,4414,2436,109.08
8,884,268,161.82
7,235,2343,159.91
9,2764,2025,459.3
5,2156,564,458.02
3,901,524,435.96
5,1693,564,350.37
2,1635,570,127.49
8,4435,1189,58.49
9,595,1773,406.99
8,3554,532,220.47
1,3565,2437,330.4
3,4844,522,351.83
2,1195,568,243.66
7,3596,2022,463.41
7,4489,796,426.68
3,3544,521,253.49
2,991,567,253.6
3,1377,521,307.88
9,4262,281,175.22
3,3236,519,232.21
10,3698,2953,425.63
5,2903,563,442.32
2,3165,566,473
9,1587,1382,70.53
1,1486,2438,409.93
10,4159,1667,422.3
5,3077,563,264.32
7,2323,728,451.19
6,837,1551,141.81
10,4354,249,295.13
10,1172,1535,181.23
4,1778,542,369.07
1,3146,2439,136.81
3,2939,519,412.29
7,1425,2085,235.53
4,2863,541,474.67
1,2920,2440,6.04
9,4923,2623,471.41
7,1675,577,375.76
6,2599,1721,223.9
7,1165,2323,479.52
1,2667,2440,354.28
1,2149,2441,401.28
8,4968,2925,235.09
10,4638,2140,278.77
8,1510,496,294.01
5,46,563,27.34
4,568,540,334.34
7,127,1031,207.45
5,1208,562,35.1
6,23,730,465.47
1,2760,2441,469.79
3,3237,518,333.23
8,2010,2045,454.71
5,614,560,230.77
6,4354,1552,484.86
4,168,537,352.4
9,4985,884,356.93
7,994,1076,243.81
9,4264,1162,21.95
2,1253,564,163.06
3,4950,518,272.8
2,1282,564,151.11
1,403,2442,326.6
10,1828,1590,199.43
7,3063,2841,75.16
8,2951,2154,418.06
4,2763,537,78.89
5,4833,559,252.48
5,3133,559,264.03
5,3647,558,484.18
1,1624,2443,401.44
4,512,536,74.25
3,1153,518,173.02
1,3413,2443,373.91
6,3654,526,339.75
5,3894,558,15.58
3,452,516,365.18
1,305,2443,112.04
5,3289,557,140.54
4,51,536,356.03
4,167,535,342.34
10,2178,1001,80.35
7,1298,527,319.45
9,650,1799,341.56
2,4185,564,485.24
8,368,2564,241.81
9,4529,2445,362.58
8,1837,804,185.41
3,520,515,18.72
8,496,2085,311.33
4,2060,535,91.42
4,3474,534,218.97
10,4737,2870,425.86
5,1490,556,248.48
1,901,2444,300.64
9,1019,1487,381.97
10,227,2864,12.38
10,3011,1925,428
3,3063,515,151.17
8,752,841,453.88
10,1740,765,422.6
3,2081,513,56.02
9,3300,1169,80.2
6,2247,2363,417.36
10,2359,737,280.56
10,3212,603,16.99
8,1463,2387,162.53
1,1344,2444,324.41
6,4300,78,376.22
2,2841,564,372.82
2,2714,563,342.51
8,1161,2535,125.36
1,2982,2445,298.74
3,1915,509,492.61
1,4480,2445,126.36
6,4168,514,433.93
10,1877,182,247.39
5,4804,555,12.48
1,3458,2446,472.7
6,926,2753,48.36
2,843,562,64.57
7,1970,2362,205.26
9,4806,2865,501.01
2,2852,562,421.81
6,3017,1330,70.84
8,4496,2054,352.34
3,3913,509,407.02
7,3484,2145,11.53
6,2469,1282,178.54
3,3082,507,171.12
4,2058,534,72.78
5,3730,554,296.49
3,4329,507,417.75
4,3147,533,58.14
3,4914,507,380.63
7,165,2385,242.17
9,1075,1354,195.77
6,1480,390,208.14
5,3258,554,406.75
10,1453,316,254.27
7,2100,2693,243.26
6,827,1627,225.99
3,2844,507,444.55
5,955,552,96.34
5,516,552,222.25
9,4670,2898,296.23
6,4432,2251,321.15
6,4152,630,191.04
7,1558,69,451.29
7,232,2660,197.71
1,725,2447,174.63
1,4244,2447,116.02
2,893,561,433.14
6,93,119,453.42
3,187,506,473.21
2,2629,561,252.22
7,3187,896,182.5
1,2301,2449,159.89
2,687,561,499.43
4,4613,531,206.71
6,1300,2816,338.89
6,1386,2771,195.61
1,4251,2449,263.71
10,1281,2368,245.89
3,237,505,314.75
10,947,2119,211.52
10,3284,2309,234.37
6,1185,2265,317.23
4,3482,530,154.64
9,1774,2588,55.4
2,3624,561,55.88
8,4422,916,157.64
3,4057,504,20.51
3,4625,503,315.83
3,3860,503,32.99
1,56,2450,263.33
8,3546,2333,81.88
8,1822,914,134.09
6,2905,2262,29.72
3,3708,502,127
9,1446,2143,115.52
4,3373,530,417.52
8,1137,1253,67.97
3,90,501,32.91
2,1606,560,25.1
4,731,529,473.57
10,2495,2399,460.59
9,1493,1345,184.35
5,4060,551,54.47
3,2847,501,295.3
9,845,2358,126.66
9,2923,2,315.35
1,3795,2451,443.18
7,1610,1158,232.24
10,1174,158,480.18
9,2679,1767,53.4
2,1578,558,144.41
9,1966,1056,383.11
4,385,529,467.8
10,3618,1274,490.37
5,4759,551,287.1
10,3274,2723,15.48
1,3542,2451,413.45
4,1162,528,175.8
5,429,549,94.69
2,1290,557,161.59
9,4476,1946,433.99
9,2224,731,222.08
1,4530,2452,375.35
4,3499,527,362.22
8,2465,1167,28.89
2,1188,556,148.5
7,406,1212,42.36
2,1768,556,372.44
10,582,319,223.58
4,3027,526,468.12
3,3919,500,334.12
10,4587,1370,47.34
2,3706,555,352.23
4,4809,526,485.72
1,3256,2452,203.98
7,4545,592,267.79
5,1634,548,352.24
8,3935,1436,127.24
7,4949,1013,259.49
1,1283,2453,236.97
5,4888,547,451.99
5,1152,546,263.01
3,3081,500,122.68
5,2461,545,25.5
8,4848,545,342.96
3,3553,500,338.11
2,3983,554,331.87
2,355,554,333.67
7,1145,988,64.41
5,4656,544,390.73
3,2792,499,372.07
4,1081,526,40.15
5,1760,543,423.03
6,611,1208,398.27
10,4292,2307,73.15
9,2373,2996,82.99
9,2686,596,484.83
2,156,552,262.12
3,1239,499,100.31
9,284,2674,242.01
5,4519,543,425
3,706,497,366.19
1,3288,2453,190.81
1,1096,2453,493.26
7,3040,324,151.66
5,1052,543,206.26
4,2238,526,473.29
6,3614,2333,496.93
9,1623,2299,273.18
1,4254,2453,316.03
3,1497,497,32.37
3,3367,496,359.49
1,3201,2453,55.97
6,2173,2138,388.41
2,1294,552,386.79
6,2015,1916,271.47
1,4871,2454,459.79
5,4859,542,259.8
5,4367,542,484.71
7,3238,816,114.84
5,4400,541,264.36
2,4675,552,402.62
3,1495,496,136
5,3173,541,348.44
5,4364,540,479.8
6,1969,1279,395.19
7,683,2329,469.17
4,4129,525,286.52
10,3357,404,218.84
3,4489,495,44.2
2,2019,550,316.45
4,867,524,237.83
5,4921,538,381.25
7,313,1139,281.76
6,4983,1532,222.96
9,1043,508,414.48
8,4042,564,235.85
10,1321,961,381.55
4,4803,524,225.98
5,2794,537,460.56
6,134,1530,200.6
3,4449,495,378.47
7,1013,1616,203.24
6,783,2523,401.46
7,2113,263,316.99
6,4357,116,23.27
9,3010,2702,458.95
2,2958,550,239.81
1,3365,2454,156.33
3,1200,493,363.18
1,3145,2455,327.6
9,2806,2105,206.09
10,4983,2145,320.3
8,2395,708,178.43
8,846,1676,121.3
9,1440,1947,411.13
1,4163,2456,457.61
2,1368,548,244.04
1,1095,2457,264.85
9,3313,1137,362.59
5,2840,533,31.2
3,1909,493,296.53
5,189,533,434.42
7,842,353,97.81
8,1409,2628,195.15
10,1733,1433,451.14
6,3312,2606,92.36
10,320,938,395.54
3,1110,493,215.26
2,1843,548,160.91
3,4646,492,360.41
2,4928,548,255.08
3,4748,492,497.67
6,825,1518,356
3,4293,492,66.43
3,549,491,267.74
6,1557,813,260.19
7,4282,452,328.55
5,2249,533,77.12
10,4479,1503,477.4
3,1482,491,428.12
2,2496,548,448.43
4,2677,524,73.37
1,2302,2457,229.21
4,492,524,469.74
4,142,524,96.69
2,1873,546,449.88
8,4508,1124,207.02
4,41,523,107.11
4,4204,523,49.2
5,16,533,270.32
3,4020,489,68.28
4,1552,523,218.43
6,1130,445,408.59
8,4716,203,459.73
1,251,2459,26.1
6,930,2737,465.8
8,4721,71,498.46
6,2010,1424,126.65
8,747,292,389.37
1,2283,2459,471.69
1,1296,2460,420.53
2,4399,546,334.22
5,4682,532,21.43
10,3941,2481,306.3
7,4819,800,145.46
4,2474,522,240.92
2,4146,546,65.74
7,3096,2326,430.4
6,1708,2769,202.01
4,3493,522,43.21
5,3018,532,109.73
9,4799,2845,178
7,1661,1267,328.85
6,4255,572,135.61
10,2438,910,480.04
6,1675,1971,57.08
7,2595,2119,61.18
3,2476,488,133.52
10,2832,168,456.24
8,2450,37,456.98
5,4475,531,152.12
3,3314,487,244.4
9,1593,279,321.29
4,659,522,435.22
8,563,157,240.95
9,3544,1007,137.99
8,4178,1269,59.2
3,4181,487,153.26
7,508,1742,451.1
9,1751,669,210.07
1,2645,2460,28.66
4,3648,521,448.5
8,4440,1573,311.62
5,360,531,260.17
6,3265,2299,6.87
2,2129,545,283.4
1,349,2460,472.57
5,672,527,396.78
2,995,545,386.09
9,2435,1628,255.63
1,4798,2460,433.33
3,2308,486,357.65
3,3007,485,246.97
5,4849,527,340.6
1,2784,2461,145.72
5,1306,526,92.86
2,2113,545,149.6
9,4817,387,75.42
2,2691,544,119.41
9,1564,1099,113.23
6,320,2790,348.6
2,2668,544,501.09
7,1713,1253,131.13
6,3398,1452,77.17
9,4071,458,190.39
1,4217,2462,487.46
3,1936,485,397.57
8,3036,1124,240.54
9,4656,1868,500.17
8,1322,2255,452.76
5,2543,524,252.56
6,4173,2966,46.39
2,1586,542,445.75
6,4800,1790,459.44
4,1728,521,283.06
2,3298,541,79.26
5,1803,524,172.73
4,4709,520,426.61
9,956,1015,282.63
3,4937,485,141.18
9,2376,2099,337.99
7,2586,669,487.42
3,3765,484,126.81
9,2430,665,162.14
9,1900,821,479.19
9,2344,810,291.69
5,2402,523,461.31
7,4315,350,443
5,797,521,223.78
6,2496,2292,38.51
6,1809,2714,453.52
10,2268,2802,294.26
9,11,1256,149.76
4,854,517,272.69
4,1726,516,124.62
9,2709,2035,39.23
5,3439,520,375.19
1,618,2463,331.04
1,201,2463,233.1
8,2813,214,172.96
2,846,540,375.69
3,1264,483,28.01
1,213,2465,55.04
9,367,1043,468.06
7,4539,1636,58.01
4,1256,516,251.42
6,1394,2363,357.2
1,1345,2465,38.7
8,2137,894,365.82
8,1094,2464,308.48
6,2241,2961,29.43
8,2271,382,301.16
7,2418,1689,283.52
10,1650,1746,271.84
9,3173,2795,112.4
8,4639,1072,345.02
10,3538,2599,146.89
1,4388,2466,455.12
7,3462,449,457.09
10,3663,91,237.86
3,2881,483,280.11
3,21,482,59.42
9,95,2934,117.31
9,617,727,188.19
7,4743,1529,429.77
4,4483,516,217.12
5,4040,519,455.68
7,4023,2075,493.89
8,4983,723,46.22
9,1447,1452,378.26
7,2580,2911,458.6
6,3239,831,265.3
10,4059,1654,387.2
1,1088,2467,205.23
7,3893,2489,282.84
5,1972,519,88.4
6,1043,2989,5.59
3,1165,482,400.06
5,321,518,17.14
9,4539,1425,7.32
10,4019,1306,127.67
4,1088,514,144.63
7,3262,1188,460.57
4,2157,513,490.21
6,1674,814,492.03
10,1048,761,218.26
2,1530,540,55.1
6,1515,1515,370.97
1,4652,2467,182.63
3,1051,482,182.18
8,3805,2038,295.46
9,2696,2667,285.5
9,1252,2849,149.24
4,2676,512,272.32
8,4744,574,282.51
6,4387,493,453.25
3,4245,481,293.39
1,2549,2468,189.92
9,4719,607,98.13
6,149,2371,411.93
2,861,540,7.64
9,2155,934,196.07
2,2431,539,124.31
9,52,1878,397.78
9,4622,2021,390.5
5,1573,518,338.43
6,3650,190,213.92
2,3693,539,210.25
4,2612,512,56.61
6,4852,223,166.98
3,1802,480,357.22
3,246,478,142.11
6,4243,1002,12.18
5,3436,517,28.93
1,4518,2468,24.82
6,3631,684,368.57
3,2341,476,206.68
2,641,539,153.99
3,4059,476,182.41
2,562,538,322.84
10,3199,1878,305.59
1,1050,2469,310.62
10,1533,571,60.27
7,1878,649,53.6
1,3500,2470,246.09
9,1048,301,428.14
4,4197,512,326.34
1,3352,2470,54.31
1,1392,2471,411.65
10,2549,107,277.52
5,4224,517,21.52
4,4381,512,164.04
9,2599,2977,134.22
3,2508,476,111.59
8,661,1722,160.63
2,3018,538,275.98
1,3957,2471,395.95
2,2632,537,226.43
6,3026,1541,40.92
10,4088,890,82.21
6,550,1089,449.37
2,147,537,20.12
1,4657,2472,190.81
2,4833,537,303.34
2,2132,537,26.43
6,2078,2395,283.87
2,1416,537,363.33
6,1285,2469,236.5
2,3580,536,402.53
6,2625,1673,96.77
8,1812,2461,352.83
6,4583,1664,234.91
5,3918,516,108.17
10,3733,2650,137.94
10,3110,768,463.99
5,1766,516,251.73
1,4995,2472,215.07
8,4605,2867,274.9
10,4751,1586,383.57
9,1354,1777,140.62
5,3774,516,344.36
10,3593,140,457.81
1,236,2472,287.53
9,4404,600,470.96
4,4259,511,319.31
4,1250,511,253.95
9,2454,1377,171.33
7,1606,1315,446.71
1,3397,2473,117.52
10,74,930,481.29
9,699,1772,124.43
1,701,2473,478.59
3,1524,475,442.63
9,363,365,373.32
7,1635,1381,444.28
10,4160,685,110.34
5,4165,515,504.37
7,1762,2253,220.51
9,1647,250,70.07
1,3926,2474,57.43
10,4648,2951,309.75
5,9,514,96.21
8,3211,2129,455.01
3,1562,474,138.26
10,413,211,163.25
2,825,536,333.64
3,1843,474,488.43
5,167,513,237.31
4,3411,510,61.5
9,2746,2117,484.05
1,2714,2474,116.35
7,4010,2726,356.13
9,2953,2024,264.42
1,4641,2475,117.76
9,4045,2073,345.37
1,885,2478,261.3
3,299,473,20.2
6,3432,1868,473.59
6,2362,1762,369.02
10,720,1026,63.76
5,1718,513,418.03
6,3430,2974,23.56
6,3848,58,330.64
10,1731,1819,327.57
2,1741,535,490.92
10,1030,546,174.46
1,1856,2478,71.67
4,4681,509,53.3
8,2975,1523,210.3
7,3506,1688,165.68
2,4323,535,62.27
4,1495,509,488.92
6,3124,2016,354.88
1,3674,2479,439.21
8,4823,2760,494.93
10,2422,520,207.69
10,3828,966,441.77
6,4980,794,246.81
9,4044,2932,233.42
1,1196,2479,220.53
7,4162,484,348.02
5,1855,512,133.14
9,4668,711,271.25
2,3125,535,458.33
3,3077,473,192.77
9,2150,402,199.71
10,355,1755,299.41
5,3580,511,71.58
9,3099,1206,208.57
8,139,51,484.4
6,3830,1626,75.38
9,3285,41,16.86
1,2865,2479,170.22
6,295,2249,47.47
7,4764,474,412.77
1,3048,2479,135.85
3,2065,471,80.3
3,4262,470,203.64
7,1607,1297,265.02
8,49,1269,115.06
9,1084,2530,203.27
2,1623,534,373.3
3,3124,469,370.07
9,1458,61,422.58
8,1212,353,489.71
6,4728,456,242.75
2,2215,533,393.36
6,2904,613,69.17
6,277,533,85.02
4,3929,509,360.06
10,4735,2377,168.46
5,425,511,111.83
4,4279,508,190.6
7,4608,2585,351.84
9,4277,2787,201.69
4,4945,508,89.83
7,3399,1373,324.57
10,1624,1193,343.63
5,977,510,366.86
5,623,509,380.32
10,2080,2268,145.06
5,3149,508,123.53
6,3951,423,142.64
5,3212,508,105.88
1,972,2480,306.52
6,2980,2059,251.09
2,2150,532,169.41
7,4976,452,242.08
9,4766,1414,281.5
2,2694,531,73.51
6,4693,2553,486.85
5,4373,508,155.42
1,819,2480,387.36
4,4260,507,77.74
6,1247,186,196.66
1,3493,2480,416.51
5,3011,508,309.31
4,1600,506,215.44
3,1748,469,103.17
8,2546,1708,373.01
1,2905,2480,456.81
2,1985,530,331.59
7,4798,935,313.78
6,2629,876,209.72
10,3979,531,233.39
9,4883,1288,155.92
8,2797,1031,220.37
5,1100,506,70.72
8,1748,1472,16.56
5,3912,505,295.07
6,3653,2099,387.38
5,1264,505,186.08
3,1910,468,419.85
7,2248,1411,479.41
8,209,2857,75
3,4101,467,126.84
6,2183,2857,129.99
9,1304,2633,355.71
2,5000,530,304.75
7,4680,906,50.31
9,992,377,369.91
5,3117,505,420.57
2,1909,529,364.5
3,2133,466,361.14
3,2211,466,289.38
1,3645,2481,198.25
10,4717,2346,363.89
8,2849,781,378.55
7,2602,2498,90.3
9,4245,1002,282.07
3,458,465,391.91
3,1800,465,348.6
6,1085,2691,143.83
5,4444,504,450.38
1,1034,2481,145.63
9,4795,2490,478.92
10,4801,175,265.09
4,798,505,452.04
9,3558,66,465.87
3,2811,465,76.37
3,1423,465,341.39
6,3585,2284,80.58
6,1007,1240,376.77
8,456,2784,235.25
4,4920,504,325.35
2,1977,525,177.49
6,133,2766,256.93
10,4215,1718,264.28
2,1213,525,153.32
10,2919,1282,442.41
7,4944,825,266.89
5,4957,504,383.03
9,1805,871,310.22
1,4118,2483,213.8
8,4826,2560,350.57
2,4237,524,136.76
4,3058,504,236.63
9,4025,743,143.06
6,2939,2611,498.01
10,4845,2474,331.59
4,4930,504,447.18
1,2382,2483,153.14
